id,father_height,mother_height,boy_dummy,child_height
1701,1.66,1.63,0,1.65
1702,1.69,1.66,1,1.75
1703,1.74,1.59,0,1.64
1704,1.76,1.57,0,1.64
1705,1.77,1.62,0,1.64
1706,1.76,1.7,1,1.77
1707,1.72,1.63,1,1.74
1708,1.73,1.64,0,1.67
1709,1.72,1.59,1,1.73
1710,1.81,1.63,0,1.67
1711,1.75,1.65,0,1.65
1712,1.73,1.68,0,1.64
1713,1.75,1.68,1,1.75
1714,1.68,1.63,0,1.64
1715,1.65,1.64,1,1.72
1716,1.68,1.67,1,1.75
1717,1.77,1.7,0,1.69
1718,1.81,1.71,0,1.69
1719,1.74,1.65,1,1.74
1720,1.76,1.57,0,1.63
1721,1.72,1.62,0,1.65
1722,1.72,1.61,0,1.64
1723,1.68,1.64,0,1.64
1724,1.72,1.6,0,1.63
1725,1.81,1.58,0,1.65
1726,1.71,1.68,0,1.66
1727,1.7,1.54,0,1.64
1728,1.69,1.6,1,1.75
1729,1.74,1.57,0,1.63
1730,1.73,1.61,1,1.74
1731,1.83,1.67,1,1.79
1732,1.67,1.65,0,1.64
1733,1.73,1.65,0,1.68
1734,1.68,1.64,0,1.65
1735,1.71,1.67,1,1.76
1736,1.75,1.64,1,1.76
1737,1.72,1.6,1,1.75
1738,1.72,1.72,1,1.75
1739,1.77,1.76,0,1.69
1740,1.73,1.56,1,1.76
1741,1.74,1.55,0,1.64
1742,1.73,1.62,1,1.77
1743,1.76,1.62,0,1.65
1744,1.77,1.68,0,1.66
1745,1.79,1.65,1,1.76
1746,1.71,1.62,1,1.74
1747,1.71,1.63,1,1.75
1748,1.75,1.62,1,1.77
1749,1.76,1.66,1,1.76
1750,1.73,1.62,1,1.76
1751,1.76,1.55,1,1.74
1752,1.72,1.67,0,1.68
1753,1.84,1.6,1,1.77
1754,1.69,1.62,0,1.64
1755,1.74,1.69,0,1.66
1756,1.79,1.57,0,1.63
1757,1.67,1.54,1,1.71
1758,1.74,1.72,1,1.77
1759,1.76,1.67,1,1.77
1760,1.74,1.55,1,1.74
1761,1.78,1.67,1,1.79
1762,1.67,1.58,0,1.63
1763,1.72,1.62,1,1.73
1764,1.72,1.59,0,1.63
1765,1.7,1.64,0,1.66
1766,1.71,1.69,1,1.77
1767,1.71,1.67,0,1.66
1768,1.76,1.63,0,1.66
1769,1.72,1.47,1,1.72
1770,1.78,1.67,1,1.78
1771,1.73,1.65,1,1.74
1772,1.8,1.65,1,1.79
1773,1.71,1.66,1,1.76
1774,1.73,1.57,0,1.65
1775,1.76,1.65,1,1.77
1776,1.73,1.71,1,1.76
1777,1.67,1.67,1,1.73
1778,1.73,1.59,1,1.74
1779,1.76,1.58,0,1.64
1780,1.74,1.63,0,1.65
1781,1.78,1.53,1,1.75
1782,1.81,1.61,0,1.66
1783,1.78,1.67,1,1.78
1784,1.78,1.67,1,1.76
1785,1.72,1.65,1,1.75
1786,1.72,1.63,1,1.74
1787,1.76,1.59,1,1.76
1788,1.77,1.66,0,1.65
1789,1.76,1.63,1,1.76
1790,1.73,1.66,1,1.74
1791,1.68,1.63,0,1.65
1792,1.72,1.62,1,1.75
1793,1.74,1.68,1,1.77
1794,1.8,1.64,1,1.78
1795,1.74,1.65,0,1.66
1796,1.78,1.72,1,1.78
1797,1.7,1.63,1,1.74
1798,1.76,1.64,0,1.68
1799,1.7,1.6,1,1.74
1800,1.77,1.63,1,1.77
1801,1.73,1.68,1,1.76
1802,1.72,1.63,1,1.75
1803,1.7,1.64,1,1.73
1804,1.69,1.66,1,1.74
1805,1.77,1.64,0,1.67
1806,1.7,1.56,1,1.74
1807,1.69,1.54,0,1.61
1808,1.79,1.64,0,1.67
1809,1.74,1.57,0,1.63
1810,1.81,1.67,1,1.76
1811,1.76,1.61,1,1.77
1812,1.9,1.62,0,1.66
1813,1.8,1.64,1,1.78
1814,1.71,1.55,0,1.61
1815,1.75,1.59,1,1.74
1816,1.75,1.63,0,1.64
1817,1.74,1.53,1,1.75
1818,1.64,1.54,1,1.72
1819,1.72,1.64,1,1.74
1820,1.73,1.55,1,1.72
1821,1.62,1.55,0,1.61
1822,1.72,1.65,1,1.76
1823,1.79,1.66,0,1.68
1824,1.69,1.55,0,1.64
1825,1.74,1.57,0,1.64
1826,1.67,1.66,1,1.74
1827,1.81,1.58,1,1.75
1828,1.76,1.67,0,1.66
1829,1.76,1.64,0,1.65
1830,1.7,1.65,1,1.76
1831,1.67,1.57,0,1.62
1832,1.77,1.62,1,1.76
1833,1.68,1.6,0,1.62
1834,1.74,1.7,0,1.68
1835,1.65,1.63,0,1.66
1836,1.71,1.57,0,1.64
1837,1.68,1.66,0,1.65
1838,1.64,1.61,0,1.63
1839,1.81,1.63,0,1.67
1840,1.73,1.59,0,1.64
1841,1.75,1.63,1,1.75
1842,1.72,1.62,1,1.75
1843,1.84,1.59,0,1.64
1844,1.79,1.59,0,1.64
1845,1.66,1.63,0,1.65
1846,1.73,1.5,1,1.75
1847,1.65,1.66,0,1.65
1848,1.63,1.59,1,1.71
1849,1.74,1.7,0,1.67
1850,1.8,1.65,0,1.68
1851,1.75,1.59,1,1.74
1852,1.74,1.64,0,1.65
1853,1.71,1.6,0,1.63
1854,1.64,1.69,1,1.71
1855,1.66,1.63,0,1.64
1856,1.66,1.63,0,1.63
1857,1.69,1.62,1,1.75
1858,1.71,1.63,0,1.66
1859,1.82,1.6,0,1.66
1860,1.74,1.58,0,1.63
1861,1.75,1.63,0,1.66
1862,1.73,1.63,1,1.74
1863,1.79,1.64,0,1.67
1864,1.81,1.66,0,1.7
1865,1.81,1.68,1,1.78
1866,1.78,1.64,0,1.68
1867,1.78,1.63,1,1.76
1868,1.74,1.67,0,1.66
1869,1.65,1.6,1,1.71
1870,1.79,1.63,0,1.64
1871,1.72,1.62,0,1.66
1872,1.82,1.6,0,1.64
1873,1.8,1.58,0,1.66
1874,1.69,1.65,1,1.74
1875,1.82,1.72,1,1.8
1876,1.7,1.64,1,1.74
1877,1.76,1.67,1,1.77
1878,1.69,1.58,0,1.63
1879,1.8,1.61,0,1.65
1880,1.71,1.67,0,1.66
1881,1.73,1.54,0,1.64
1882,1.79,1.62,1,1.77
1883,1.73,1.57,0,1.62
1884,1.71,1.61,0,1.64
1885,1.75,1.71,1,1.79
1886,1.74,1.62,0,1.64
1887,1.74,1.6,1,1.74
1888,1.81,1.66,0,1.64
1889,1.8,1.59,1,1.75
1890,1.78,1.7,1,1.78
1891,1.74,1.52,0,1.61
1892,1.68,1.58,0,1.64
1893,1.63,1.66,0,1.64
1894,1.74,1.57,0,1.63
1895,1.72,1.68,1,1.74
1896,1.69,1.6,1,1.73
1897,1.76,1.71,1,1.77
1898,1.69,1.65,0,1.64
1899,1.72,1.66,1,1.76
1900,1.73,1.58,1,1.75
1901,1.77,1.64,1,1.77
1902,1.7,1.68,1,1.74
1903,1.73,1.72,1,1.78
1904,1.7,1.66,1,1.75
1905,1.79,1.63,0,1.67
1906,1.65,1.63,1,1.72
1907,1.66,1.59,1,1.71
1908,1.67,1.62,1,1.72
1909,1.74,1.61,1,1.74
1910,1.75,1.66,0,1.66
1911,1.75,1.71,1,1.76
1912,1.78,1.59,0,1.65
1913,1.77,1.6,1,1.76
1914,1.8,1.68,1,1.78
1915,1.78,1.6,1,1.76
1916,1.67,1.58,0,1.61
1917,1.75,1.62,0,1.65
1918,1.72,1.66,0,1.65
1919,1.69,1.66,0,1.65
1920,1.72,1.57,1,1.72
1921,1.71,1.63,1,1.74
1922,1.73,1.67,0,1.67
1923,1.77,1.66,1,1.78
1924,1.68,1.66,1,1.74
1925,1.78,1.68,0,1.68
1926,1.76,1.65,0,1.69
1927,1.79,1.56,0,1.63
1928,1.71,1.67,0,1.65
1929,1.74,1.63,1,1.76
1930,1.74,1.69,0,1.67
1931,1.74,1.69,0,1.66
1932,1.64,1.64,1,1.73
1933,1.69,1.63,1,1.75
1934,1.62,1.61,1,1.72
1935,1.76,1.65,0,1.68
1936,1.79,1.7,1,1.78
1937,1.85,1.65,0,1.67
1938,1.66,1.58,1,1.73
1939,1.7,1.55,1,1.72
1940,1.82,1.67,0,1.7
1941,1.71,1.65,0,1.64
1942,1.72,1.7,0,1.66
1943,1.66,1.63,0,1.63
1944,1.76,1.64,0,1.65
1945,1.74,1.67,0,1.65
1946,1.67,1.66,0,1.62
1947,1.79,1.65,1,1.78
1948,1.72,1.57,1,1.74
1949,1.71,1.64,1,1.75
1950,1.7,1.65,1,1.75
1951,1.7,1.64,0,1.66
1952,1.77,1.65,1,1.76
1953,1.72,1.69,0,1.65
1954,1.7,1.67,1,1.76
1955,1.76,1.62,1,1.73
1956,1.72,1.61,0,1.64
1957,1.74,1.67,0,1.67
1958,1.65,1.64,0,1.64
1959,1.72,1.58,1,1.76
1960,1.66,1.6,0,1.61
1961,1.74,1.64,0,1.66
1962,1.7,1.57,0,1.63
1963,1.71,1.69,1,1.79
1964,1.67,1.57,0,1.63
1965,1.66,1.62,0,1.63
1966,1.74,1.6,0,1.65
1967,1.76,1.56,0,1.62
1968,1.7,1.62,1,1.74
1969,1.69,1.68,0,1.66
1970,1.81,1.57,1,1.77
1971,1.73,1.56,0,1.63
1972,1.74,1.57,1,1.74
1973,1.7,1.6,0,1.67
1974,1.73,1.62,1,1.74
1975,1.62,1.51,1,1.71
1976,1.76,1.65,1,1.76
1977,1.69,1.61,0,1.62
1978,1.73,1.66,0,1.66
1979,1.68,1.64,0,1.65
1980,1.71,1.64,1,1.74
1981,1.66,1.64,1,1.73
1982,1.65,1.59,1,1.7
1983,1.67,1.59,1,1.73
1984,1.75,1.63,1,1.75
1985,1.74,1.65,1,1.75
1986,1.83,1.7,0,1.69
1987,1.68,1.64,1,1.73
1988,1.69,1.61,1,1.72
1989,1.71,1.7,1,1.78
1990,1.76,1.62,1,1.76
1991,1.81,1.66,1,1.78
1992,1.76,1.63,0,1.65
1993,1.74,1.68,0,1.68
1994,1.65,1.62,0,1.64
1995,1.72,1.6,0,1.63
1996,1.76,1.63,1,1.77
1997,1.68,1.64,0,1.65
1998,1.71,1.62,1,1.75
1999,1.75,1.64,0,1.65
2000,1.69,1.67,1,1.75
2001,1.77,1.61,1,1.77
2002,1.65,1.61,0,1.62
2003,1.68,1.66,1,1.75
2004,1.76,1.66,0,1.65
2005,1.76,1.6,1,1.75
2006,1.79,1.6,1,1.78
2007,1.72,1.6,1,1.74
2008,1.68,1.65,1,1.73
2009,1.7,1.57,0,1.6
2010,1.78,1.61,1,1.75
2011,1.7,1.64,0,1.65
2012,1.78,1.59,0,1.64
2013,1.69,1.67,1,1.75
2014,1.7,1.66,1,1.74
2015,1.73,1.66,1,1.76
2016,1.78,1.58,0,1.63
2017,1.7,1.58,0,1.62
2018,1.84,1.56,0,1.66
2019,1.81,1.67,1,1.79
2020,1.78,1.62,1,1.75
2021,1.76,1.66,1,1.75
2022,1.64,1.6,1,1.72
2023,1.75,1.65,1,1.76
2024,1.7,1.67,1,1.76
2025,1.71,1.7,0,1.67
2026,1.74,1.7,1,1.79
2027,1.74,1.65,1,1.76
2028,1.66,1.61,1,1.72
2029,1.75,1.63,0,1.63
2030,1.68,1.62,0,1.63
2031,1.83,1.71,0,1.68
2032,1.71,1.65,1,1.74
2033,1.76,1.64,0,1.65
2034,1.76,1.63,0,1.66
2035,1.73,1.58,1,1.75
2036,1.74,1.63,1,1.74
2037,1.7,1.61,0,1.64
2038,1.7,1.64,1,1.74
2039,1.65,1.56,0,1.62
2040,1.73,1.6,0,1.64
2041,1.77,1.63,1,1.75
2042,1.71,1.63,0,1.65
2043,1.77,1.63,1,1.76
2044,1.74,1.64,0,1.66
2045,1.79,1.66,0,1.67
2046,1.71,1.63,0,1.66
2047,1.67,1.66,1,1.74
2048,1.68,1.62,0,1.63
2049,1.7,1.58,1,1.74
2050,1.75,1.65,1,1.75
2051,1.73,1.65,1,1.75
2052,1.71,1.65,1,1.73
2053,1.66,1.64,0,1.65
2054,1.74,1.48,0,1.61
2055,1.82,1.61,1,1.77
2056,1.74,1.6,0,1.65
2057,1.68,1.66,0,1.64
2058,1.77,1.58,0,1.64
2059,1.67,1.57,1,1.73
2060,1.69,1.61,1,1.74
2061,1.76,1.62,0,1.65
2062,1.77,1.6,1,1.78
2063,1.68,1.55,0,1.64
2064,1.64,1.64,0,1.64
2065,1.78,1.62,0,1.65
2066,1.73,1.69,1,1.75
2067,1.77,1.64,1,1.77
2068,1.62,1.58,0,1.62
2069,1.71,1.54,1,1.72
2070,1.73,1.67,1,1.76
2071,1.77,1.68,0,1.65
2072,1.77,1.63,0,1.65
2073,1.75,1.55,1,1.75
2074,1.7,1.65,1,1.75
2075,1.76,1.59,1,1.75
2076,1.66,1.58,0,1.62
2077,1.74,1.62,0,1.65
2078,1.86,1.61,1,1.78
2079,1.67,1.5,0,1.6
2080,1.7,1.56,0,1.61
2081,1.73,1.7,0,1.65
2082,1.79,1.68,1,1.77
2083,1.71,1.58,1,1.73
2084,1.73,1.59,1,1.74
2085,1.76,1.64,1,1.76
2086,1.72,1.59,1,1.75
2087,1.81,1.56,0,1.65
2088,1.74,1.65,1,1.75
2089,1.8,1.61,0,1.64
2090,1.72,1.56,1,1.75
2091,1.71,1.7,1,1.76
2092,1.72,1.55,0,1.62
2093,1.76,1.57,1,1.76
2094,1.73,1.66,0,1.66
2095,1.68,1.68,1,1.74
2096,1.7,1.7,1,1.73
2097,1.68,1.63,1,1.71
2098,1.69,1.64,1,1.73
2099,1.79,1.59,0,1.66
2100,1.75,1.67,0,1.66
2101,1.76,1.62,1,1.75
2102,1.71,1.59,1,1.73
2103,1.75,1.6,1,1.75
2104,1.71,1.69,1,1.75
2105,1.77,1.58,1,1.75
2106,1.8,1.64,1,1.76
2107,1.71,1.59,0,1.64
2108,1.81,1.58,1,1.76
2109,1.74,1.59,0,1.65
2110,1.78,1.64,0,1.66
2111,1.78,1.5,1,1.74
2112,1.76,1.68,1,1.79
2113,1.78,1.61,0,1.62
2114,1.65,1.62,0,1.63
2115,1.71,1.58,1,1.73
2116,1.7,1.63,1,1.75
2117,1.77,1.63,1,1.76
2118,1.78,1.68,1,1.78
2119,1.71,1.62,0,1.64
2120,1.73,1.65,0,1.64
2121,1.71,1.6,0,1.65
2122,1.65,1.63,1,1.72
2123,1.71,1.52,0,1.61
2124,1.78,1.65,1,1.77
2125,1.75,1.57,1,1.76
2126,1.73,1.64,0,1.63
2127,1.72,1.63,1,1.75
2128,1.68,1.62,0,1.63
2129,1.72,1.59,1,1.72
2130,1.68,1.64,0,1.64
2131,1.72,1.71,1,1.77
2132,1.69,1.66,0,1.66
2133,1.76,1.69,1,1.78
2134,1.67,1.65,1,1.75
2135,1.74,1.67,0,1.65
2136,1.73,1.69,1,1.76
2137,1.77,1.65,0,1.68
2138,1.7,1.64,1,1.76
2139,1.69,1.62,1,1.74
2140,1.68,1.63,0,1.63
2141,1.73,1.63,0,1.66
2142,1.71,1.62,1,1.74
2143,1.84,1.61,0,1.67
2144,1.75,1.58,1,1.73
2145,1.71,1.62,0,1.64
2146,1.72,1.67,0,1.66
2147,1.65,1.63,1,1.73
2148,1.7,1.6,0,1.63
2149,1.75,1.67,1,1.78
2150,1.79,1.55,1,1.77
2151,1.8,1.65,0,1.66
2152,1.77,1.63,1,1.73
2153,1.76,1.62,0,1.67
2154,1.7,1.61,1,1.74
2155,1.78,1.68,0,1.68
2156,1.72,1.66,0,1.65
2157,1.72,1.57,1,1.74
2158,1.67,1.64,0,1.64
2159,1.74,1.62,1,1.74
2160,1.67,1.6,1,1.71
2161,1.75,1.59,0,1.65
2162,1.74,1.58,0,1.63
2163,1.69,1.53,0,1.62
2164,1.79,1.65,0,1.66
2165,1.62,1.58,0,1.6
2166,1.72,1.62,0,1.66
2167,1.72,1.52,1,1.71
2168,1.72,1.65,0,1.67
2169,1.74,1.67,1,1.77
2170,1.73,1.53,0,1.62
2171,1.72,1.66,1,1.75
2172,1.75,1.58,0,1.64
2173,1.67,1.65,0,1.64
2174,1.72,1.66,1,1.74
2175,1.77,1.49,1,1.74
2176,1.71,1.63,1,1.77
2177,1.83,1.7,1,1.8
2178,1.76,1.63,1,1.76
2179,1.75,1.56,0,1.62
2180,1.7,1.58,1,1.74
2181,1.69,1.66,0,1.64
2182,1.77,1.63,1,1.76
2183,1.78,1.68,1,1.77
2184,1.76,1.64,1,1.78
2185,1.71,1.66,0,1.66
2186,1.74,1.63,1,1.75
2187,1.78,1.62,1,1.77
2188,1.76,1.69,0,1.69
2189,1.81,1.65,0,1.65
2190,1.77,1.6,1,1.77
2191,1.77,1.68,1,1.78
2192,1.73,1.65,1,1.76
2193,1.69,1.62,1,1.73
2194,1.71,1.61,0,1.64
2195,1.69,1.64,0,1.64
2196,1.69,1.61,0,1.64
2197,1.72,1.54,1,1.74
2198,1.66,1.59,1,1.71
2199,1.81,1.65,0,1.68
2200,1.69,1.66,0,1.65
2201,1.79,1.57,0,1.64
2202,1.74,1.67,1,1.76
2203,1.73,1.51,1,1.73
2204,1.73,1.58,1,1.74
2205,1.71,1.54,1,1.72
2206,1.76,1.64,1,1.77
2207,1.72,1.68,0,1.66
2208,1.77,1.61,0,1.63
2209,1.7,1.61,0,1.64
2210,1.79,1.57,1,1.75
2211,1.76,1.63,0,1.65
2212,1.7,1.66,1,1.74
2213,1.67,1.62,0,1.64
2214,1.68,1.64,0,1.64
2215,1.71,1.68,1,1.76
2216,1.72,1.61,0,1.64
2217,1.81,1.6,0,1.65
2218,1.69,1.62,0,1.64
2219,1.73,1.64,1,1.75
2220,1.67,1.61,0,1.66
2221,1.72,1.7,1,1.75
2222,1.82,1.65,0,1.68
2223,1.77,1.6,1,1.75
2224,1.76,1.7,1,1.79
2225,1.68,1.56,1,1.71
2226,1.74,1.6,0,1.65
2227,1.76,1.59,1,1.75
2228,1.74,1.59,1,1.75
2229,1.67,1.57,0,1.63
2230,1.72,1.58,1,1.74
2231,1.7,1.67,1,1.76
2232,1.69,1.61,0,1.65
2233,1.75,1.66,1,1.76
2234,1.77,1.68,1,1.76
2235,1.74,1.53,1,1.73
2236,1.7,1.64,0,1.65
2237,1.76,1.56,1,1.73
2238,1.73,1.54,1,1.73
2239,1.75,1.65,0,1.66
2240,1.7,1.62,0,1.64
2241,1.74,1.72,0,1.68
2242,1.73,1.64,1,1.75
2243,1.71,1.56,0,1.64
2244,1.7,1.63,0,1.64
2245,1.65,1.55,1,1.73
2246,1.63,1.68,1,1.73
2247,1.68,1.65,1,1.74
2248,1.69,1.69,0,1.67
2249,1.74,1.62,1,1.75
2250,1.7,1.68,1,1.75
2251,1.8,1.71,0,1.66
2252,1.64,1.62,0,1.62
2253,1.72,1.56,0,1.62
2254,1.76,1.58,1,1.75
2255,1.8,1.7,0,1.7
2256,1.75,1.62,0,1.65
2257,1.74,1.72,1,1.77
2258,1.76,1.58,1,1.74
2259,1.77,1.66,1,1.76
2260,1.75,1.63,1,1.76
2261,1.75,1.63,1,1.77
2262,1.68,1.57,1,1.73
2263,1.69,1.62,1,1.74
2264,1.71,1.67,1,1.74
2265,1.71,1.64,0,1.64
2266,1.79,1.62,0,1.66
2267,1.79,1.64,0,1.66
2268,1.71,1.62,1,1.75
2269,1.7,1.63,0,1.64
2270,1.7,1.59,0,1.63
2271,1.67,1.66,0,1.63
2272,1.68,1.61,0,1.63
2273,1.69,1.64,0,1.64
2274,1.69,1.67,1,1.74
2275,1.78,1.66,1,1.78
2276,1.66,1.66,0,1.65
2277,1.76,1.65,1,1.79
2278,1.78,1.58,1,1.77
2279,1.8,1.62,0,1.65
2280,1.75,1.59,1,1.73
2281,1.74,1.63,1,1.75
2282,1.73,1.56,0,1.63
2283,1.72,1.68,1,1.75
2284,1.72,1.63,0,1.65
2285,1.74,1.74,1,1.78
2286,1.77,1.71,1,1.79
2287,1.69,1.68,1,1.75
2288,1.69,1.59,0,1.62
2289,1.72,1.5,0,1.63
2290,1.69,1.65,0,1.66
2291,1.72,1.66,1,1.75
2292,1.67,1.58,1,1.69
2293,1.7,1.63,0,1.65
2294,1.74,1.67,0,1.65
2295,1.74,1.61,0,1.64
2296,1.83,1.6,0,1.67
2297,1.76,1.59,0,1.64
2298,1.72,1.57,1,1.74
2299,1.66,1.66,0,1.63
2300,1.85,1.71,1,1.8
2301,1.79,1.56,0,1.66
2302,1.7,1.64,0,1.65
2303,1.77,1.59,0,1.65
2304,1.7,1.55,0,1.63
2305,1.68,1.64,1,1.74
2306,1.71,1.66,0,1.65
2307,1.8,1.64,1,1.77
2308,1.7,1.64,0,1.64
2309,1.68,1.64,0,1.66
2310,1.71,1.62,0,1.66
2311,1.69,1.59,1,1.72
2312,1.78,1.56,0,1.64
2313,1.69,1.59,0,1.63
2314,1.69,1.52,1,1.71
2315,1.83,1.6,1,1.78
2316,1.66,1.65,0,1.65
2317,1.67,1.65,1,1.73
2318,1.77,1.65,1,1.74
2319,1.72,1.71,1,1.76
2320,1.76,1.63,0,1.66
2321,1.72,1.63,0,1.64
2322,1.75,1.64,0,1.67
2323,1.74,1.54,0,1.63
2324,1.74,1.67,0,1.66
2325,1.72,1.65,0,1.66
2326,1.78,1.62,0,1.68
2327,1.64,1.62,1,1.72
2328,1.82,1.65,1,1.78
2329,1.72,1.63,0,1.66
2330,1.77,1.64,1,1.78
2331,1.67,1.65,0,1.65
2332,1.72,1.59,0,1.64
2333,1.72,1.6,1,1.73
2334,1.73,1.61,1,1.74
2335,1.75,1.6,0,1.66
2336,1.79,1.61,1,1.77
2337,1.83,1.63,0,1.68
2338,1.75,1.66,0,1.67
2339,1.77,1.62,0,1.64
2340,1.67,1.63,1,1.71
2341,1.75,1.57,0,1.63
2342,1.68,1.66,1,1.74
2343,1.81,1.64,0,1.68
2344,1.78,1.68,0,1.68
2345,1.75,1.65,1,1.76
2346,1.7,1.63,0,1.65
2347,1.71,1.57,0,1.63
2348,1.74,1.64,1,1.76
2349,1.69,1.59,1,1.74
2350,1.68,1.66,1,1.74
2351,1.71,1.58,1,1.73
2352,1.74,1.62,0,1.66
2353,1.78,1.67,1,1.77
2354,1.72,1.59,1,1.72
2355,1.83,1.59,1,1.75
2356,1.71,1.67,1,1.76
2357,1.76,1.6,1,1.78
2358,1.74,1.6,0,1.66
2359,1.79,1.62,0,1.67
2360,1.73,1.65,1,1.75
2361,1.76,1.62,0,1.65
2362,1.69,1.64,1,1.74
2363,1.71,1.66,1,1.75
2364,1.7,1.65,0,1.65
2365,1.77,1.61,0,1.67
2366,1.74,1.63,1,1.75
2367,1.7,1.58,1,1.75
2368,1.7,1.6,0,1.63
2369,1.63,1.59,0,1.61
2370,1.69,1.56,1,1.73
2371,1.73,1.65,0,1.65
2372,1.73,1.62,1,1.75
2373,1.74,1.57,0,1.64
2374,1.74,1.65,1,1.76
2375,1.69,1.66,1,1.74
2376,1.72,1.61,0,1.65
2377,1.79,1.67,0,1.67
2378,1.7,1.62,1,1.73
2379,1.74,1.64,0,1.66
2380,1.69,1.61,0,1.63
2381,1.64,1.69,1,1.73
2382,1.75,1.64,1,1.76
2383,1.7,1.64,0,1.66
2384,1.73,1.55,1,1.73
2385,1.75,1.57,0,1.64
2386,1.7,1.69,1,1.74
2387,1.69,1.62,0,1.65
2388,1.77,1.58,1,1.75
2389,1.77,1.6,0,1.64
2390,1.79,1.55,1,1.76
2391,1.74,1.58,1,1.75
2392,1.72,1.51,0,1.61
2393,1.78,1.62,1,1.77
2394,1.77,1.63,1,1.76
2395,1.77,1.6,1,1.75
2396,1.76,1.57,0,1.62
2397,1.79,1.6,0,1.67
2398,1.77,1.58,1,1.76
2399,1.76,1.59,1,1.75
2400,1.77,1.61,0,1.65
2401,1.77,1.51,1,1.73
2402,1.75,1.57,0,1.64
2403,1.81,1.74,0,1.7
2404,1.73,1.68,1,1.75
2405,1.68,1.55,1,1.71
2406,1.78,1.63,1,1.78
2407,1.73,1.57,1,1.73
2408,1.79,1.54,1,1.77
2409,1.75,1.64,0,1.66
2410,1.69,1.55,0,1.61
2411,1.7,1.59,0,1.64
2412,1.72,1.6,0,1.65
2413,1.8,1.65,0,1.67
2414,1.78,1.6,1,1.76
2415,1.74,1.61,1,1.75
2416,1.75,1.62,1,1.76
2417,1.73,1.7,1,1.77
2418,1.7,1.65,1,1.74
2419,1.74,1.58,1,1.74
2420,1.68,1.68,1,1.77
2421,1.65,1.62,0,1.64
2422,1.67,1.65,0,1.64
2423,1.71,1.62,1,1.76
2424,1.82,1.7,1,1.79
2425,1.72,1.71,1,1.76
2426,1.78,1.66,0,1.65
2427,1.76,1.64,0,1.65
2428,1.8,1.67,0,1.68
2429,1.74,1.61,0,1.67
2430,1.8,1.58,1,1.76
2431,1.72,1.68,1,1.76
2432,1.75,1.73,0,1.69
2433,1.72,1.51,1,1.71
2434,1.7,1.62,0,1.65
2435,1.68,1.64,0,1.64
2436,1.74,1.61,1,1.75
2437,1.71,1.67,1,1.75
2438,1.8,1.64,1,1.77
2439,1.75,1.63,1,1.77
2440,1.67,1.68,1,1.76
2441,1.71,1.68,0,1.67
2442,1.73,1.65,0,1.65
2443,1.74,1.72,0,1.69
2444,1.72,1.62,1,1.74
2445,1.7,1.61,0,1.64
2446,1.78,1.69,0,1.67
2447,1.72,1.63,0,1.66
2448,1.76,1.63,0,1.64
2449,1.72,1.65,0,1.65
2450,1.64,1.58,0,1.62
2451,1.71,1.68,0,1.68
2452,1.76,1.54,1,1.74
2453,1.67,1.64,0,1.64
2454,1.77,1.68,1,1.78
2455,1.74,1.66,1,1.77
2456,1.71,1.68,1,1.76
2457,1.75,1.67,0,1.67
2458,1.76,1.66,1,1.77
2459,1.73,1.59,1,1.72
2460,1.72,1.64,0,1.63
2461,1.77,1.6,0,1.64
2462,1.72,1.7,0,1.66
2463,1.75,1.63,0,1.65
2464,1.77,1.7,0,1.69
2465,1.69,1.65,1,1.73
2466,1.73,1.59,1,1.74
2467,1.86,1.57,1,1.77
2468,1.75,1.66,0,1.65
2469,1.76,1.6,1,1.75
2470,1.82,1.69,1,1.79
2471,1.71,1.61,1,1.73
2472,1.85,1.53,0,1.65
2473,1.72,1.61,0,1.63
2474,1.83,1.59,0,1.66
2475,1.75,1.66,1,1.75
2476,1.75,1.52,0,1.64
2477,1.66,1.57,1,1.69
2478,1.72,1.58,0,1.64
2479,1.71,1.67,1,1.74
2480,1.74,1.66,0,1.66
2481,1.67,1.58,1,1.73
2482,1.64,1.69,0,1.64
2483,1.8,1.65,0,1.68
2484,1.68,1.53,1,1.72
2485,1.77,1.66,0,1.65
2486,1.67,1.62,0,1.63
2487,1.78,1.65,0,1.67
2488,1.71,1.54,0,1.6
2489,1.74,1.58,0,1.64
2490,1.7,1.66,0,1.65
2491,1.74,1.69,0,1.66
2492,1.69,1.62,0,1.65
2493,1.7,1.6,0,1.63
2494,1.63,1.61,1,1.7
2495,1.67,1.57,1,1.72
2496,1.74,1.63,0,1.67
2497,1.78,1.63,1,1.78
2498,1.74,1.64,1,1.76
2499,1.65,1.59,0,1.61
2500,1.84,1.65,0,1.67
2501,1.69,1.57,0,1.63
2502,1.7,1.61,1,1.74
2503,1.69,1.59,1,1.75
2504,1.68,1.58,0,1.62
2505,1.82,1.63,1,1.77
2506,1.83,1.62,0,1.68
2507,1.73,1.52,0,1.62
2508,1.68,1.67,1,1.74
2509,1.74,1.62,0,1.65
2510,1.67,1.57,0,1.62
2511,1.75,1.62,1,1.75
2512,1.7,1.58,1,1.71
2513,1.77,1.56,0,1.65
2514,1.68,1.63,1,1.72
2515,1.69,1.54,0,1.63
2516,1.8,1.6,1,1.77
2517,1.65,1.63,0,1.62
2518,1.79,1.66,0,1.69
2519,1.75,1.65,1,1.76
2520,1.75,1.63,1,1.75
2521,1.75,1.66,1,1.76
2522,1.89,1.64,1,1.78
